instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,type_of_day,hr
12690,2012-06-17,2,1,6,0,0,0,1,24.599999999999998,30.305,60.0,12.998000000000001,55,98,153,,22.0
12691,2012-06-17,2,1,6,0,0,0,1,23.779999999999998,27.275,64.0,12.998000000000001,29,79,108,,23.0
12692,2012-06-18,2,1,6,0,1,1,1,22.96,26.515,73.0,16.997899999999998,12,28,40,,0.0
12693,2012-06-18,2,1,6,0,1,1,1,22.14,25.759999999999998,77.0,15.001299999999999,9,5,14,,1.0
12694,2012-06-18,2,1,6,0,1,1,1,22.14,25.759999999999998,77.0,15.001299999999999,3,6,9,,2.0
12695,2012-06-18,2,1,6,0,1,1,2,21.32,25.0,83.0,15.001299999999999,1,3,4,,3.0
12696,2012-06-18,2,1,6,0,1,1,2,22.14,25.759999999999998,77.0,12.998000000000001,0,9,9,,4.0
12697,2012-06-18,2,1,6,0,1,1,3,21.32,25.0,83.0,8.9981,1,22,23,,5.0
12698,2012-06-18,2,1,6,0,1,1,3,21.32,25.0,88.0,8.9981,0,37,37,,6.0
12699,2012-06-18,2,1,6,0,1,1,3,21.32,25.0,94.0,15.001299999999999,10,135,145,,7.0
12700,2012-06-18,2,1,6,0,1,1,2,22.14,25.759999999999998,83.0,12.998000000000001,27,447,474,,8.0
12701,2012-06-18,2,1,6,0,1,1,2,22.14,25.759999999999998,83.0,15.001299999999999,28,222,250,,9.0
12702,2012-06-18,2,1,6,0,1,1,3,22.14,25.759999999999998,88.0,7.0015,13,78,91,,10.0
12703,2012-06-18,2,1,6,0,1,1,2,22.14,25.759999999999998,88.0,11.0014,25,96,121,,11.0
12704,2012-06-18,2,1,6,0,1,1,3,22.96,26.515,78.0,8.9981,29,139,168,,12.0
12705,2012-06-18,2,1,6,0,1,1,2,23.779999999999998,27.275,73.0,8.9981,51,174,225,,13.0
12706,2012-06-18,2,1,6,0,1,1,2,23.779999999999998,27.275,68.0,12.998000000000001,59,160,219,,14.0
12707,2012-06-18,2,1,6,0,1,1,2,24.599999999999998,29.544999999999998,69.0,12.998000000000001,61,176,237,,15.0
12708,2012-06-18,2,1,6,0,1,1,2,24.599999999999998,29.544999999999998,73.0,12.998000000000001,53,279,332,,16.0
12709,2012-06-18,2,1,6,0,1,1,2,24.599999999999998,29.544999999999998,73.0,12.998000000000001,54,669,723,,17.0
12710,2012-06-18,2,1,6,0,1,1,2,25.419999999999998,30.305,69.0,11.0014,47,595,642,,18.0
12711,2012-06-18,2,1,6,0,1,1,2,25.419999999999998,29.544999999999998,73.0,6.0032,52,411,463,,19.0
12712,2012-06-18,2,1,6,0,1,1,2,25.419999999999998,29.544999999999998,73.0,8.9981,45,317,362,,20.0
12713,2012-06-18,2,1,6,0,1,1,2,25.419999999999998,29.544999999999998,73.0,7.0015,35,238,273,,21.0
12714,2012-06-18,2,1,6,0,1,1,2,25.419999999999998,29.544999999999998,73.0,11.0014,21,143,164,,22.0
12715,2012-06-18,2,1,6,0,1,1,3,24.599999999999998,28.79,78.0,12.998000000000001,17,57,74,,23.0
12716,2012-06-19,2,1,6,0,2,1,2,24.599999999999998,28.79,78.0,11.0014,5,30,35,,0.0
12717,2012-06-19,2,1,6,0,2,1,2,24.599999999999998,28.79,78.0,11.0014,1,13,14,,1.0
12718,2012-06-19,2,1,6,0,2,1,2,24.599999999999998,28.79,78.0,8.9981,1,14,15,,2.0
12719,2012-06-19,2,1,6,0,2,1,2,24.599999999999998,28.79,78.0,7.0015,1,7,8,,3.0
12720,2012-06-19,2,1,6,0,2,1,2,24.599999999999998,28.79,78.0,8.9981,1,9,10,,4.0
12721,2012-06-19,2,1,6,0,2,1,2,24.599999999999998,28.79,78.0,12.998000000000001,3,34,37,,5.0
12722,2012-06-19,2,1,6,0,2,1,2,24.599999999999998,28.79,78.0,7.0015,9,152,161,,6.0
12723,2012-06-19,2,1,6,0,2,1,2,24.599999999999998,28.79,78.0,8.9981,18,462,480,,7.0
12724,2012-06-19,2,1,6,0,2,1,2,24.599999999999998,28.79,78.0,11.0014,40,633,673,,8.0
12725,2012-06-19,2,1,6,0,2,1,1,26.240000000000002,30.305,73.0,6.0032,40,288,328,,9.0
12726,2012-06-19,2,1,6,0,2,1,1,26.240000000000002,30.305,73.0,6.0032,44,136,180,,10.0
12727,2012-06-19,2,1,6,0,2,1,1,27.060000000000002,31.06,69.0,8.9981,56,174,230,,11.0
12728,2012-06-19,2,1,6,0,2,1,1,28.7,32.574999999999996,65.0,6.0032,70,222,292,,12.0
12729,2012-06-19,2,1,6,0,2,1,1,30.34,34.089999999999996,57.99999999999999,8.9981,69,203,272,,13.0
12730,2012-06-19,2,1,6,0,2,1,1,31.16,35.605,57.99999999999999,7.0015,61,166,227,,14.0
12731,2012-06-19,2,1,6,0,2,1,1,31.98,37.12,59.0,11.0014,72,187,259,,15.0
12732,2012-06-19,2,1,6,0,2,1,1,32.800000000000004,37.88,55.00000000000001,15.001299999999999,48,286,334,,16.0
12733,2012-06-19,2,1,6,0,2,1,1,32.800000000000004,37.88,55.00000000000001,12.998000000000001,86,725,811,,17.0
12734,2012-06-19,2,1,6,0,2,1,1,32.800000000000004,37.88,55.00000000000001,11.0014,91,704,795,,18.0
12735,2012-06-19,2,1,6,0,2,1,1,32.800000000000004,38.635000000000005,59.0,15.001299999999999,82,432,514,,19.0
12736,2012-06-19,2,1,6,0,2,1,1,32.800000000000004,37.88,55.00000000000001,16.997899999999998,59,399,458,,20.0
12737,2012-06-19,2,1,6,0,2,1,1,31.16,35.605,62.0,11.0014,37,239,276,,21.0
12738,2012-06-19,2,1,6,0,2,1,1,29.52,34.849999999999994,79.0,6.0032,51,240,291,,22.0
12739,2012-06-19,2,1,6,0,2,1,1,29.52,34.849999999999994,79.0,8.9981,23,102,125,,23.0
12740,2012-06-20,2,1,6,0,3,1,1,28.7,33.335,79.0,12.998000000000001,5,48,53,,0.0
12741,2012-06-20,2,1,6,0,3,1,1,27.880000000000003,31.819999999999997,79.0,12.998000000000001,7,20,27,,1.0
12742,2012-06-20,2,1,6,0,3,1,1,27.060000000000002,30.305,83.0,11.0014,1,5,6,,2.0
12743,2012-06-20,2,1,6,0,3,1,1,27.060000000000002,30.305,83.0,8.9981,2,6,8,,3.0
12744,2012-06-20,2,1,6,0,3,1,1,27.060000000000002,30.305,83.0,6.0032,1,6,7,,4.0
12745,2012-06-20,2,1,6,0,3,1,1,27.060000000000002,30.305,83.0,6.0032,2,37,39,,5.0
12746,2012-06-20,2,1,6,0,3,1,2,26.240000000000002,28.79,89.0,6.0032,9,156,165,,6.0
12747,2012-06-20,2,1,6,0,3,1,2,27.060000000000002,29.544999999999998,89.0,0.0,20,444,464,,7.0
12748,2012-06-20,2,1,6,0,3,1,2,28.7,33.335,79.0,7.0015,43,600,643,,8.0
12749,2012-06-20,2,1,6,0,3,1,2,29.52,34.849999999999994,74.0,0.0,40,276,316,,9.0
12750,2012-06-20,2,1,6,0,3,1,1,33.62,38.635000000000005,52.0,8.9981,41,126,167,,10.0
12751,2012-06-20,2,1,6,0,3,1,1,34.44,39.395,49.0,12.998000000000001,54,134,188,,11.0
12752,2012-06-20,2,1,6,0,3,1,1,35.26,40.150000000000006,47.0,11.0014,30,150,180,,12.0
12753,2012-06-20,2,1,6,0,3,1,1,35.26,39.395,44.0,7.0015,48,163,211,,13.0
12754,2012-06-20,2,1,6,0,3,1,1,36.08,40.150000000000006,39.0,12.998000000000001,56,134,190,,14.0
12755,2012-06-20,2,1,6,0,3,1,1,36.9,40.910000000000004,35.0,0.0,36,143,179,,15.0
12756,2012-06-20,2,1,6,0,3,1,1,36.9,40.910000000000004,35.0,7.0015,51,284,335,,16.0
12757,2012-06-20,2,1,6,0,3,1,1,36.9,40.910000000000004,37.0,0.0,80,611,691,,17.0
12758,2012-06-20,2,1,6,0,3,1,1,36.9,40.910000000000004,37.0,0.0,81,591,672,,18.0
12759,2012-06-20,2,1,6,0,3,1,1,36.08,39.395,37.0,16.997899999999998,90,449,539,,19.0
12760,2012-06-20,2,1,6,0,3,1,1,35.26,38.635000000000005,39.0,15.001299999999999,81,326,407,,20.0
12761,2012-06-20,2,1,6,0,3,1,1,34.44,37.88,44.0,6.0032,42,302,344,,21.0
12762,2012-06-20,2,1,6,0,3,1,1,33.62,37.88,46.0,7.0015,31,226,257,,22.0
12763,2012-06-20,2,1,6,0,3,1,1,31.98,37.12,59.0,7.0015,21,102,123,,23.0
12764,2012-06-21,3,1,6,0,4,1,1,30.34,34.849999999999994,70.0,6.0032,16,53,69,,0.0
12765,2012-06-21,3,1,6,0,4,1,1,29.52,34.849999999999994,79.0,8.9981,2,16,18,,1.0
12766,2012-06-21,3,1,6,0,4,1,1,29.52,34.849999999999994,79.0,7.0015,11,7,18,,2.0
12767,2012-06-21,3,1,6,0,4,1,1,29.52,34.849999999999994,74.0,0.0,3,8,11,,3.0
12768,2012-06-21,3,1,6,0,4,1,1,28.7,33.335,84.0,6.0032,1,11,12,,4.0
12769,2012-06-21,3,1,6,0,4,1,1,28.7,33.335,84.0,7.0015,3,37,40,,5.0
12770,2012-06-21,3,1,6,0,4,1,2,28.7,33.335,84.0,6.0032,3,147,150,,6.0
12771,2012-06-21,3,1,6,0,4,1,2,28.7,33.335,84.0,6.0032,26,437,463,,7.0
12772,2012-06-21,3,1,6,0,4,1,1,30.34,34.849999999999994,70.0,0.0,27,563,590,,8.0
12773,2012-06-21,3,1,6,0,4,1,1,32.800000000000004,37.88,55.00000000000001,12.998000000000001,32,224,256,,9.0
12774,2012-06-21,3,1,6,0,4,1,1,34.44,39.395,49.0,7.0015,36,114,150,,10.0
12775,2012-06-21,3,1,6,0,4,1,1,35.26,39.395,41.0,8.9981,40,121,161,,11.0
12776,2012-06-21,3,1,6,0,4,1,1,36.9,40.910000000000004,35.0,12.998000000000001,33,182,215,,12.0
12777,2012-06-21,3,1,6,0,4,1,1,36.9,40.910000000000004,35.0,0.0,31,141,172,,13.0
12778,2012-06-21,3,1,6,0,4,1,1,36.08,39.395,37.0,11.0014,27,149,176,,14.0
12779,2012-06-21,3,1,6,0,4,1,1,37.72,41.665,33.0,11.0014,40,154,194,,15.0
12780,2012-06-21,3,1,6,0,4,1,1,36.9,40.910000000000004,35.0,8.9981,37,283,320,,16.0
12781,2012-06-21,3,1,6,0,4,1,1,36.08,39.395,37.0,0.0,80,535,615,,17.0
12782,2012-06-21,3,1,6,0,4,1,1,35.26,39.395,41.0,12.998000000000001,78,562,640,,18.0
12783,2012-06-21,3,1,6,0,4,1,1,36.08,40.150000000000006,39.0,15.001299999999999,84,415,499,,19.0
12784,2012-06-21,3,1,6,0,4,1,1,35.26,39.395,44.0,12.998000000000001,79,357,436,,20.0
12785,2012-06-21,3,1,6,0,4,1,1,33.62,38.635000000000005,52.0,12.998000000000001,55,256,311,,21.0
12786,2012-06-21,3,1,6,0,4,1,1,32.800000000000004,39.395,63.0,11.0014,22,221,243,,22.0
12787,2012-06-21,3,1,6,0,4,1,1,32.800000000000004,38.635000000000005,59.0,6.0032,12,134,146,,23.0
12788,2012-06-22,3,1,6,0,5,1,2,31.16,36.364999999999995,70.0,7.0015,16,77,93,,0.0
12789,2012-06-22,3,1,6,0,5,1,1,31.16,37.12,75.0,11.0014,3,28,31,,1.0
12790,2012-06-22,3,1,6,0,5,1,1,30.34,35.605,79.0,0.0,0,12,12,,2.0
12791,2012-06-22,3,1,6,0,5,1,1,30.34,35.605,79.0,0.0,1,6,7,,3.0
12792,2012-06-22,3,1,6,0,5,1,2,31.16,36.364999999999995,66.0,0.0,3,7,10,,4.0
12793,2012-06-22,3,1,6,0,5,1,2,30.34,34.849999999999994,66.0,6.0032,3,35,38,,5.0
12794,2012-06-22,3,1,6,0,5,1,2,30.34,34.849999999999994,66.0,0.0,4,118,122,,6.0
12795,2012-06-22,3,1,6,0,5,1,1,30.34,34.089999999999996,57.99999999999999,11.0014,19,340,359,,7.0
12796,2012-06-22,3,1,6,0,5,1,1,31.16,34.849999999999994,55.00000000000001,8.9981,49,564,613,,8.0
12797,2012-06-22,3,1,6,0,5,1,1,31.16,35.605,57.99999999999999,15.001299999999999,55,278,333,,9.0
12798,2012-06-22,3,1,6,0,5,1,1,32.800000000000004,37.12,52.0,23.9994,52,133,185,,10.0
12799,2012-06-22,3,1,6,0,5,1,1,32.800000000000004,37.12,49.0,11.0014,76,160,236,,11.0
12800,2012-06-22,3,1,6,0,5,1,1,34.44,39.395,49.0,8.9981,63,191,254,,12.0
12801,2012-06-22,3,1,6,0,5,1,1,36.08,40.150000000000006,39.0,15.001299999999999,72,228,300,,13.0
12802,2012-06-22,3,1,6,0,5,1,1,36.08,40.150000000000006,39.0,15.001299999999999,65,198,263,,14.0
12803,2012-06-22,3,1,6,0,5,1,1,36.9,40.910000000000004,35.0,23.9994,72,212,284,,15.0
12804,2012-06-22,3,1,6,0,5,1,1,36.9,40.150000000000006,31.0,15.001299999999999,67,313,380,,16.0
12805,2012-06-22,3,1,6,0,5,1,2,33.62,36.364999999999995,38.0,11.0014,95,551,646,,17.0
12806,2012-06-22,3,1,6,0,5,1,2,32.800000000000004,37.88,55.00000000000001,12.998000000000001,62,443,505,,18.0
12807,2012-06-22,3,1,6,0,5,1,2,31.16,34.849999999999994,55.00000000000001,35.0008,45,317,362,,19.0
12808,2012-06-22,3,1,6,0,5,1,2,31.16,34.849999999999994,55.00000000000001,35.0008,31,171,202,,20.0
12809,2012-06-22,3,1,6,0,5,1,3,27.880000000000003,31.819999999999997,65.0,19.0012,40,177,217,,21.0
12810,2012-06-22,3,1,6,0,5,1,1,27.880000000000003,31.819999999999997,69.0,8.9981,42,155,197,,22.0
12811,2012-06-22,3,1,6,0,5,1,2,27.060000000000002,31.06,74.0,0.0,29,145,174,,23.0
12812,2012-06-23,3,1,6,0,6,0,1,26.240000000000002,28.79,83.0,0.0,14,102,116,,0.0
12813,2012-06-23,3,1,6,0,6,0,1,27.060000000000002,30.305,78.0,8.9981,16,107,123,,1.0
12814,2012-06-23,3,1,6,0,6,0,2,26.240000000000002,28.79,83.0,12.998000000000001,18,75,93,,2.0
12815,2012-06-23,3,1,6,0,6,0,2,26.240000000000002,28.79,83.0,6.0032,10,32,42,,3.0
12816,2012-06-23,3,1,6,0,6,0,2,26.240000000000002,28.79,83.0,11.0014,6,13,19,,4.0
12817,2012-06-23,3,1,6,0,6,0,2,26.240000000000002,28.79,83.0,12.998000000000001,1,11,12,,5.0
12818,2012-06-23,3,1,6,0,6,0,1,26.240000000000002,28.79,83.0,6.0032,10,37,47,,6.0
12819,2012-06-23,3,1,6,0,6,0,1,26.240000000000002,28.79,83.0,11.0014,19,59,78,,7.0
12820,2012-06-23,3,1,6,0,6,0,1,27.880000000000003,31.819999999999997,69.0,15.001299999999999,34,133,167,,8.0
12821,2012-06-23,3,1,6,0,6,0,1,29.52,34.089999999999996,62.0,12.998000000000001,85,247,332,,9.0
12822,2012-06-23,3,1,6,0,6,0,1,30.34,34.089999999999996,55.00000000000001,12.998000000000001,177,317,494,,10.0
12823,2012-06-23,3,1,6,0,6,0,1,31.16,34.089999999999996,48.0,15.001299999999999,167,349,516,,11.0
12824,2012-06-23,3,1,6,0,6,0,1,32.800000000000004,36.364999999999995,43.0,12.998000000000001,203,399,602,,12.0
12825,2012-06-23,3,1,6,0,6,0,1,33.62,36.364999999999995,34.0,12.998000000000001,226,338,564,,13.0
12826,2012-06-23,3,1,6,0,6,0,1,31.98,34.089999999999996,33.0,16.997899999999998,238,371,609,,14.0
12827,2012-06-23,3,1,6,0,6,0,1,34.44,36.364999999999995,30.0,22.0028,217,266,483,,15.0
12828,2012-06-23,3,1,6,0,6,0,1,34.44,35.605,26.0,19.999499999999998,196,317,513,,16.0
12829,2012-06-23,3,1,6,0,6,0,1,33.62,35.605,26.0,16.997899999999998,214,316,530,,17.0
12830,2012-06-23,3,1,6,0,6,0,1,33.62,35.605,26.0,19.999499999999998,194,287,481,,18.0
12831,2012-06-23,3,1,6,0,6,0,1,32.800000000000004,34.849999999999994,27.0,12.998000000000001,185,240,425,,19.0
12832,2012-06-23,3,1,6,0,6,0,1,31.98,34.089999999999996,31.0,12.998000000000001,158,228,386,,20.0
12833,2012-06-23,3,1,6,0,6,0,1,31.16,33.335,33.0,8.9981,99,223,322,,21.0
12834,2012-06-23,3,1,6,0,6,0,1,30.34,32.574999999999996,37.0,7.0015,101,178,279,,22.0
12835,2012-06-23,3,1,6,0,6,0,1,29.52,32.574999999999996,44.0,0.0,69,156,225,,23.0
12836,2012-06-24,3,1,6,0,0,0,1,28.7,32.574999999999996,51.0,0.0,31,132,163,,0.0
12837,2012-06-24,3,1,6,0,0,0,2,27.880000000000003,31.819999999999997,54.0,6.0032,39,88,127,,1.0
12838,2012-06-24,3,1,6,0,0,0,2,27.880000000000003,31.819999999999997,51.0,0.0,34,80,114,,2.0
12839,2012-06-24,3,1,6,0,0,0,2,27.060000000000002,31.06,65.0,6.0032,19,41,60,,3.0
12840,2012-06-24,3,1,6,0,0,0,2,27.060000000000002,31.06,65.0,0.0,4,9,13,,4.0
12841,2012-06-24,3,1,6,0,0,0,1,25.419999999999998,30.305,69.0,8.9981,1,7,8,,5.0
12842,2012-06-24,3,1,6,0,0,0,1,26.240000000000002,30.305,65.0,11.0014,6,19,25,,6.0
12843,2012-06-24,3,1,6,0,0,0,1,26.240000000000002,30.305,69.0,7.0015,23,48,71,,7.0
12844,2012-06-24,3,1,6,0,0,0,1,28.7,32.574999999999996,57.99999999999999,0.0,38,103,141,,8.0
12845,2012-06-24,3,1,6,0,0,0,1,29.52,33.335,51.0,0.0,63,169,232,,9.0
12846,2012-06-24,3,1,6,0,0,0,1,31.16,34.089999999999996,40.0,0.0,161,291,452,,10.0
12847,2012-06-24,3,1,6,0,0,0,1,31.16,34.089999999999996,40.0,8.9981,215,291,506,,11.0
12848,2012-06-24,3,1,6,0,0,0,1,32.800000000000004,34.849999999999994,33.0,15.001299999999999,227,329,556,,12.0
12849,2012-06-24,3,1,6,0,0,0,1,32.800000000000004,34.849999999999994,33.0,19.0012,237,348,585,,13.0
12850,2012-06-24,3,1,6,0,0,0,1,34.44,36.364999999999995,30.0,19.999499999999998,253,298,551,,14.0
12851,2012-06-24,3,1,6,0,0,0,1,35.26,37.12,28.000000000000004,15.001299999999999,197,290,487,,15.0
12852,2012-06-24,3,1,6,0,0,0,1,34.44,36.364999999999995,30.0,16.997899999999998,181,280,461,,16.0
12853,2012-06-24,3,1,6,0,0,0,1,34.44,36.364999999999995,32.0,16.997899999999998,203,329,532,,17.0
12854,2012-06-24,3,1,6,0,0,0,1,33.62,36.364999999999995,34.0,16.997899999999998,186,348,534,,18.0
12855,2012-06-24,3,1,6,0,0,0,1,32.800000000000004,35.605,38.0,19.999499999999998,176,247,423,,19.0
12856,2012-06-24,3,1,6,0,0,0,1,31.98,34.849999999999994,46.0,16.997899999999998,108,224,332,,20.0
12857,2012-06-24,3,1,6,0,0,0,1,31.16,34.849999999999994,55.00000000000001,15.001299999999999,76,177,253,,21.0
12858,2012-06-24,3,1,6,0,0,0,1,30.34,34.089999999999996,55.00000000000001,7.0015,53,125,178,,22.0
12859,2012-06-24,3,1,6,0,0,0,1,30.34,34.089999999999996,57.99999999999999,7.0015,20,67,87,,23.0
12860,2012-06-25,3,1,6,0,1,1,1,29.52,34.089999999999996,62.0,16.997899999999998,31,37,68,,0.0
12861,2012-06-25,3,1,6,0,1,1,1,28.7,32.574999999999996,65.0,15.001299999999999,11,20,31,,1.0
12862,2012-06-25,3,1,6,0,1,1,1,28.7,32.574999999999996,70.0,15.001299999999999,4,10,14,,2.0
12863,2012-06-25,3,1,6,0,1,1,1,27.880000000000003,31.819999999999997,69.0,16.997899999999998,1,4,5,,3.0
12864,2012-06-25,3,1,6,0,1,1,1,27.060000000000002,30.305,78.0,16.997899999999998,0,4,4,,4.0
12865,2012-06-25,3,1,6,0,1,1,1,27.060000000000002,31.06,74.0,11.0014,1,42,43,,5.0
12866,2012-06-25,3,1,6,0,1,1,1,26.240000000000002,29.544999999999998,78.0,11.0014,11,147,158,,6.0
12867,2012-06-25,3,1,6,0,1,1,1,27.060000000000002,31.06,74.0,15.001299999999999,30,455,485,,7.0
12868,2012-06-25,3,1,6,0,1,1,1,27.060000000000002,31.06,69.0,12.998000000000001,53,555,608,,8.0
12869,2012-06-25,3,1,6,0,1,1,1,28.7,32.574999999999996,65.0,12.998000000000001,37,231,268,,9.0
12870,2012-06-25,3,1,6,0,1,1,1,31.16,34.849999999999994,55.00000000000001,11.0014,58,126,184,,10.0
12871,2012-06-25,3,1,6,0,1,1,1,32.800000000000004,36.364999999999995,43.0,22.0028,54,127,181,,11.0
12872,2012-06-25,3,1,6,0,1,1,2,31.16,34.089999999999996,45.0,19.999499999999998,74,196,270,,12.0
12873,2012-06-25,3,1,6,0,1,1,1,29.52,33.335,51.0,19.999499999999998,79,181,260,,13.0
12874,2012-06-25,3,1,6,0,1,1,1,31.98,34.849999999999994,43.0,16.997899999999998,90,161,251,,14.0
12875,2012-06-25,3,1,6,0,1,1,1,31.98,34.089999999999996,38.0,31.0009,65,168,233,,15.0
12876,2012-06-25,3,1,6,0,1,1,1,32.800000000000004,34.849999999999994,31.0,26.0027,104,310,414,,16.0
12877,2012-06-25,3,1,6,0,1,1,1,32.800000000000004,34.089999999999996,24.0,31.0009,76,757,833,,17.0
12878,2012-06-25,3,1,6,0,1,1,1,31.16,33.335,27.0,30.002599999999997,100,691,791,,18.0
12879,2012-06-25,3,1,6,0,1,1,1,30.34,32.574999999999996,27.0,31.0009,74,508,582,,19.0
12880,2012-06-25,3,1,6,0,1,1,1,29.52,32.574999999999996,30.0,30.002599999999997,100,375,475,,20.0
12881,2012-06-25,3,1,6,0,1,1,1,27.880000000000003,31.06,30.0,22.0028,50,281,331,,21.0
12882,2012-06-25,3,1,6,0,1,1,1,27.060000000000002,31.06,28.999999999999996,26.0027,21,166,187,,22.0
12883,2012-06-25,3,1,6,0,1,1,1,26.240000000000002,31.06,33.0,22.0028,15,88,103,,23.0
12884,2012-06-26,3,1,6,0,2,1,1,25.419999999999998,31.06,33.0,22.0028,8,29,37,,0.0
12885,2012-06-26,3,1,6,0,2,1,1,24.599999999999998,31.06,35.0,26.0027,11,19,30,,1.0
12886,2012-06-26,3,1,6,0,2,1,1,22.96,26.515,43.0,19.0012,2,7,9,,2.0
12887,2012-06-26,3,1,6,0,2,1,1,22.14,25.759999999999998,45.0,19.0012,2,7,9,,3.0
12888,2012-06-26,3,1,6,0,2,1,1,22.14,25.759999999999998,45.0,19.999499999999998,1,9,10,,4.0
12889,2012-06-26,3,1,6,0,2,1,1,21.32,25.0,48.0,26.0027,3,36,39,,5.0
12890,2012-06-26,3,1,6,0,2,1,1,21.32,25.0,52.0,19.999499999999998,12,176,188,,6.0
12891,2012-06-26,3,1,6,0,2,1,1,21.32,25.0,52.0,23.9994,21,531,552,,7.0
12892,2012-06-26,3,1,6,0,2,1,1,22.96,26.515,49.0,22.0028,34,622,656,,8.0
12893,2012-06-26,3,1,6,0,2,1,1,23.779999999999998,27.275,46.0,27.999299999999998,30,298,328,,9.0
12894,2012-06-26,3,1,6,0,2,1,1,25.419999999999998,31.06,41.0,23.9994,37,153,190,,10.0
12895,2012-06-26,3,1,6,0,2,1,1,26.240000000000002,31.06,36.0,27.999299999999998,46,189,235,,11.0
12896,2012-06-26,3,1,6,0,2,1,1,27.060000000000002,31.06,34.0,30.002599999999997,80,228,308,,12.0
12897,2012-06-26,3,1,6,0,2,1,1,28.7,31.819999999999997,30.0,31.0009,74,232,306,,13.0
12898,2012-06-26,3,1,6,0,2,1,1,28.7,31.819999999999997,30.0,31.0009,81,186,267,,14.0
12899,2012-06-26,3,1,6,0,2,1,1,29.52,32.574999999999996,28.000000000000004,31.0009,88,229,317,,15.0
12900,2012-06-26,3,1,6,0,2,1,1,29.52,31.819999999999997,26.0,32.9975,67,349,416,,16.0
12901,2012-06-26,3,1,6,0,2,1,1,29.52,32.574999999999996,28.000000000000004,27.999299999999998,104,796,900,,17.0
12902,2012-06-26,3,1,6,0,2,1,1,29.52,32.574999999999996,28.000000000000004,23.9994,105,719,824,,18.0
12903,2012-06-26,3,1,6,0,2,1,1,29.52,32.574999999999996,28.000000000000004,15.001299999999999,83,529,612,,19.0
12904,2012-06-26,3,1,6,0,2,1,1,28.7,31.819999999999997,30.0,19.0012,88,417,505,,20.0
12905,2012-06-26,3,1,6,0,2,1,1,27.880000000000003,31.819999999999997,34.0,12.998000000000001,61,267,328,,21.0
12906,2012-06-26,3,1,6,0,2,1,1,27.060000000000002,31.06,34.0,16.997899999999998,26,219,245,,22.0
12907,2012-06-26,3,1,6,0,2,1,1,25.419999999999998,31.06,41.0,8.9981,13,118,131,,23.0
12908,2012-06-27,3,1,6,0,3,1,1,25.419999999999998,31.06,41.0,12.998000000000001,15,39,54,,0.0
12909,2012-06-27,3,1,6,0,3,1,1,24.599999999999998,31.06,43.0,11.0014,5,18,23,,1.0
12910,2012-06-27,3,1,6,0,3,1,1,22.96,26.515,49.0,8.9981,2,12,14,,2.0
12911,2012-06-27,3,1,6,0,3,1,1,23.779999999999998,27.275,46.0,6.0032,1,7,8,,3.0
12912,2012-06-27,3,1,6,0,3,1,1,24.599999999999998,31.06,40.0,16.997899999999998,0,11,11,,4.0
12913,2012-06-27,3,1,6,0,3,1,1,24.599999999999998,31.06,43.0,19.0012,2,34,36,,5.0
12914,2012-06-27,3,1,6,0,3,1,1,23.779999999999998,27.275,46.0,19.0012,7,193,200,,6.0
12915,2012-06-27,3,1,6,0,3,1,1,24.599999999999998,31.06,43.0,23.9994,29,498,527,,7.0
12916,2012-06-27,3,1,6,0,3,1,1,25.419999999999998,31.06,43.0,22.0028,49,638,687,,8.0
12917,2012-06-27,3,1,6,0,3,1,1,27.060000000000002,31.06,41.0,23.9994,29,253,282,,9.0
12918,2012-06-27,3,1,6,0,3,1,1,28.7,31.819999999999997,37.0,16.997899999999998,34,138,172,,10.0
12919,2012-06-27,3,1,6,0,3,1,1,30.34,32.574999999999996,30.0,22.0028,64,145,209,,11.0
12920,2012-06-27,3,1,6,0,3,1,1,31.16,33.335,28.999999999999996,19.999499999999998,77,245,322,,12.0
12921,2012-06-27,3,1,6,0,3,1,1,32.800000000000004,34.849999999999994,27.0,22.0028,77,244,321,,13.0
12922,2012-06-27,3,1,6,0,3,1,1,32.800000000000004,34.089999999999996,24.0,23.9994,78,192,270,,14.0
12923,2012-06-27,3,1,6,0,3,1,1,32.800000000000004,34.849999999999994,26.0,31.0009,61,188,249,,15.0
12924,2012-06-27,3,1,6,0,3,1,1,33.62,34.849999999999994,24.0,30.002599999999997,55,337,392,,16.0
12925,2012-06-27,3,1,6,0,3,1,1,33.62,34.849999999999994,24.0,26.0027,113,730,843,,17.0
12926,2012-06-27,3,1,6,0,3,1,1,32.800000000000004,34.849999999999994,27.0,22.0028,85,719,804,,18.0
12927,2012-06-27,3,1,6,0,3,1,1,31.98,34.089999999999996,28.999999999999996,22.0028,101,542,643,,19.0
12928,2012-06-27,3,1,6,0,3,1,1,31.16,33.335,31.0,12.998000000000001,76,369,445,,20.0
12929,2012-06-27,3,1,6,0,3,1,1,30.34,32.574999999999996,35.0,8.9981,54,313,367,,21.0
12930,2012-06-27,3,1,6,0,3,1,1,29.52,32.574999999999996,39.0,6.0032,52,245,297,,22.0
12931,2012-06-27,3,1,6,0,3,1,1,27.880000000000003,31.819999999999997,47.0,8.9981,11,148,159,,23.0
12932,2012-06-28,3,1,6,0,4,1,1,27.060000000000002,31.06,50.0,7.0015,2,52,54,,0.0
